bootstrap_id,self_classification_archetype_model,n,total_n,prop
794,Careful,186,1000,0.186
794,Early adopter,9,1000,0.009
794,Fearful,92,1000,0.092
794,Homo economicus,158,1000,0.158
794,Influencer,23,1000,0.023
794,Missing,388,1000,0.388
794,None,11,1000,0.011
794,Stubborn,51,1000,0.051
794,Uninterested,14,1000,0.014
795,Activist,76,1000,0.076
795,Careful,181,1000,0.181
795,Early adopter,5,1000,0.005
795,Fearful,86,1000,0.086
795,Homo economicus,179,1000,0.179
795,Influencer,32,1000,0.032
795,Missing,363,1000,0.363
795,None,15,1000,0.015
795,Stubborn,47,1000,0.047
795,Uninterested,16,1000,0.016
796,Activist,83,1000,0.083
796,Careful,157,1000,0.157
796,Early adopter,6,1000,0.006
796,Fearful,103,1000,0.103
796,Homo economicus,178,1000,0.178
796,Influencer,27,1000,0.027
796,Missing,380,1000,0.38
796,None,15,1000,0.015
796,Stubborn,38,1000,0.038
796,Uninterested,13,1000,0.013
797,Activist,63,1000,0.063
797,Careful,194,1000,0.194
797,Early adopter,10,1000,0.01
797,Fearful,93,1000,0.093
797,Homo economicus,169,1000,0.169
797,Influencer,21,1000,0.021
797,Missing,376,1000,0.376
797,None,15,1000,0.015
797,Stubborn,48,1000,0.048
797,Uninterested,11,1000,0.011
798,Activist,55,1000,0.055
798,Careful,187,1000,0.187
798,Early adopter,10,1000,0.01
798,Fearful,88,1000,0.088
798,Homo economicus,168,1000,0.168
798,Influencer,32,1000,0.032
798,Missing,379,1000,0.379
798,None,14,1000,0.014
798,Stubborn,53,1000,0.053
798,Uninterested,14,1000,0.014
799,Activist,63,1000,0.063
799,Careful,179,1000,0.179
799,Early adopter,6,1000,0.006
799,Fearful,89,1000,0.089
799,Homo economicus,181,1000,0.181
799,Influencer,36,1000,0.036
799,Missing,375,1000,0.375
799,None,18,1000,0.018
799,Stubborn,43,1000,0.043
799,Uninterested,10,1000,0.01
800,Activist,74,1000,0.074
800,Careful,165,1000,0.165
800,Early adopter,9,1000,0.009
800,Fearful,89,1000,0.089
800,Homo economicus,181,1000,0.181
800,Influencer,31,1000,0.031
800,Missing,387,1000,0.387
800,None,12,1000,0.012
800,Stubborn,41,1000,0.041
800,Uninterested,11,1000,0.011
801,Activist,80,1000,0.08
801,Careful,185,1000,0.185
801,Early adopter,11,1000,0.011
801,Fearful,103,1000,0.103
801,Homo economicus,169,1000,0.169
801,Influencer,20,1000,0.02
801,Missing,373,1000,0.373
801,None,17,1000,0.017
801,Stubborn,32,1000,0.032
801,Uninterested,10,1000,0.01
802,Activist,68,1000,0.068
802,Careful,166,1000,0.166
802,Early adopter,4,1000,0.004
802,Fearful,105,1000,0.105
802,Homo economicus,174,1000,0.174
802,Influencer,24,1000,0.024
802,Missing,383,1000,0.383
802,None,21,1000,0.021
802,Stubborn,42,1000,0.042
802,Uninterested,13,1000,0.013
803,Activist,70,1000,0.07
803,Careful,170,1000,0.17
803,Early adopter,9,1000,0.009
803,Fearful,104,1000,0.104
803,Homo economicus,183,1000,0.183
803,Influencer,17,1000,0.017
803,Missing,381,1000,0.381
803,None,9,1000,0.009
803,Stubborn,44,1000,0.044
803,Uninterested,13,1000,0.013
804,Activist,68,1000,0.068
804,Careful,174,1000,0.174
804,Early adopter,6,1000,0.006
804,Fearful,90,1000,0.09
804,Homo economicus,177,1000,0.177
804,Influencer,29,1000,0.029
804,Missing,385,1000,0.385
804,None,16,1000,0.016
804,Stubborn,38,1000,0.038
804,Uninterested,17,1000,0.017
805,Activist,71,1000,0.071
805,Careful,185,1000,0.185
805,Early adopter,8,1000,0.008
805,Fearful,90,1000,0.09
805,Homo economicus,172,1000,0.172
805,Influencer,26,1000,0.026
805,Missing,383,1000,0.383
805,None,19,1000,0.019
805,Stubborn,30,1000,0.03
805,Uninterested,16,1000,0.016
806,Activist,59,1000,0.059
806,Careful,169,1000,0.169
806,Early adopter,14,1000,0.014
806,Fearful,83,1000,0.083
806,Homo economicus,173,1000,0.173
806,Influencer,34,1000,0.034
806,Missing,386,1000,0.386
806,None,21,1000,0.021
806,Stubborn,47,1000,0.047
806,Uninterested,14,1000,0.014
807,Activist,70,1000,0.07
807,Careful,167,1000,0.167
807,Early adopter,7,1000,0.007
807,Fearful,84,1000,0.084
807,Homo economicus,186,1000,0.186
807,Influencer,23,1000,0.023
807,Missing,386,1000,0.386
807,None,15,1000,0.015
807,Stubborn,46,1000,0.046
807,Uninterested,16,1000,0.016
808,Activist,77,1000,0.077
808,Careful,182,1000,0.182
808,Early adopter,6,1000,0.006
808,Fearful,72,1000,0.072
808,Homo economicus,170,1000,0.17
808,Influencer,35,1000,0.035
808,Missing,391,1000,0.391
808,None,17,1000,0.017
808,Stubborn,33,1000,0.033
808,Uninterested,17,1000,0.017
809,Activist,82,1000,0.082
809,Careful,170,1000,0.17
809,Early adopter,10,1000,0.01
809,Fearful,96,1000,0.096
809,Homo economicus,154,1000,0.154
809,Influencer,30,1000,0.03
809,Missing,385,1000,0.385
809,None,13,1000,0.013
809,Stubborn,43,1000,0.043
809,Uninterested,17,1000,0.017
810,Activist,68,1000,0.068
810,Careful,162,1000,0.162
810,Early adopter,10,1000,0.01
810,Fearful,92,1000,0.092
810,Homo economicus,188,1000,0.188
810,Influencer,28,1000,0.028
810,Missing,378,1000,0.378
810,None,15,1000,0.015
810,Stubborn,42,1000,0.042
810,Uninterested,17,1000,0.017
811,Activist,69,1000,0.069
811,Careful,190,1000,0.19
811,Early adopter,8,1000,0.008
811,Fearful,72,1000,0.072
811,Homo economicus,175,1000,0.175
811,Influencer,26,1000,0.026
811,Missing,378,1000,0.378
811,None,14,1000,0.014
811,Stubborn,46,1000,0.046
811,Uninterested,22,1000,0.022
812,Activist,79,1000,0.079
812,Careful,182,1000,0.182
812,Early adopter,9,1000,0.009
812,Fearful,95,1000,0.095
812,Homo economicus,167,1000,0.167
812,Influencer,23,1000,0.023
812,Missing,371,1000,0.371
812,None,16,1000,0.016
812,Stubborn,43,1000,0.043
812,Uninterested,15,1000,0.015
813,Activist,77,1000,0.077
813,Careful,163,1000,0.163
813,Early adopter,12,1000,0.012
813,Fearful,93,1000,0.093
813,Homo economicus,190,1000,0.19
813,Influencer,25,1000,0.025
813,Missing,376,1000,0.376
813,None,12,1000,0.012
813,Stubborn,38,1000,0.038
813,Uninterested,14,1000,0.014
814,Activist,75,1000,0.075
814,Careful,178,1000,0.178
814,Early adopter,14,1000,0.014
814,Fearful,77,1000,0.077
814,Homo economicus,171,1000,0.171
814,Influencer,26,1000,0.026
814,Missing,390,1000,0.39
814,None,20,1000,0.02
814,Stubborn,39,1000,0.039
814,Uninterested,10,1000,0.01
815,Activist,64,1000,0.064
815,Careful,180,1000,0.18
815,Early adopter,7,1000,0.007
815,Fearful,78,1000,0.078
815,Homo economicus,185,1000,0.185
815,Influencer,26,1000,0.026
815,Missing,392,1000,0.392
815,None,15,1000,0.015
815,Stubborn,39,1000,0.039
815,Uninterested,14,1000,0.014
816,Activist,73,1000,0.073
816,Careful,199,1000,0.199
816,Early adopter,10,1000,0.01
816,Fearful,98,1000,0.098
816,Homo economicus,159,1000,0.159
816,Influencer,13,1000,0.013
816,Missing,370,1000,0.37
816,None,14,1000,0.014
816,Stubborn,46,1000,0.046
816,Uninterested,18,1000,0.018
817,Activist,79,1000,0.079
817,Careful,154,1000,0.154
817,Early adopter,8,1000,0.008
817,Fearful,96,1000,0.096
817,Homo economicus,196,1000,0.196
817,Influencer,24,1000,0.024
817,Missing,381,1000,0.381
817,None,11,1000,0.011
817,Stubborn,38,1000,0.038
817,Uninterested,13,1000,0.013
818,Activist,65,1000,0.065
818,Careful,181,1000,0.181
818,Early adopter,9,1000,0.009
818,Fearful,81,1000,0.081
818,Homo economicus,161,1000,0.161
818,Influencer,22,1000,0.022
818,Missing,405,1000,0.405
818,None,17,1000,0.017
818,Stubborn,45,1000,0.045
818,Uninterested,14,1000,0.014
819,Activist,74,1000,0.074
819,Careful,190,1000,0.19
819,Early adopter,13,1000,0.013
819,Fearful,67,1000,0.067
819,Homo economicus,166,1000,0.166
819,Influencer,29,1000,0.029
819,Missing,384,1000,0.384
819,None,14,1000,0.014
819,Stubborn,49,1000,0.049
819,Uninterested,14,1000,0.014
820,Activist,76,1000,0.076
820,Careful,191,1000,0.191
820,Early adopter,4,1000,0.004
820,Fearful,100,1000,0.1
820,Homo economicus,174,1000,0.174
820,Influencer,25,1000,0.025
820,Missing,374,1000,0.374
820,None,7,1000,0.007
820,Stubborn,33,1000,0.033
820,Uninterested,16,1000,0.016
821,Activist,77,1000,0.077
821,Careful,166,1000,0.166
821,Early adopter,6,1000,0.006
821,Fearful,95,1000,0.095
821,Homo economicus,166,1000,0.166
821,Influencer,30,1000,0.03
821,Missing,395,1000,0.395
821,None,20,1000,0.02
821,Stubborn,35,1000,0.035
821,Uninterested,10,1000,0.01
822,Activist,67,1000,0.067
822,Careful,168,1000,0.168
822,Early adopter,11,1000,0.011
822,Fearful,87,1000,0.087
822,Homo economicus,192,1000,0.192
822,Influencer,26,1000,0.026
822,Missing,383,1000,0.383
822,None,14,1000,0.014
822,Stubborn,39,1000,0.039
822,Uninterested,13,1000,0.013
823,Activist,69,1000,0.069
823,Careful,164,1000,0.164
823,Early adopter,2,1000,0.002
823,Fearful,89,1000,0.089
823,Homo economicus,193,1000,0.193
823,Influencer,20,1000,0.02
823,Missing,394,1000,0.394
823,None,11,1000,0.011
823,Stubborn,44,1000,0.044
823,Uninterested,14,1000,0.014
824,Activist,75,1000,0.075
824,Careful,192,1000,0.192
824,Early adopter,6,1000,0.006
824,Fearful,92,1000,0.092
824,Homo economicus,169,1000,0.169
824,Influencer,20,1000,0.02
824,Missing,376,1000,0.376
824,None,13,1000,0.013
824,Stubborn,45,1000,0.045
824,Uninterested,12,1000,0.012
825,Activist,73,1000,0.073
825,Careful,176,1000,0.176
825,Early adopter,5,1000,0.005
825,Fearful,89,1000,0.089
825,Homo economicus,192,1000,0.192
825,Influencer,31,1000,0.031
825,Missing,364,1000,0.364
825,None,17,1000,0.017
825,Stubborn,33,1000,0.033
825,Uninterested,20,1000,0.02
826,Activist,78,1000,0.078
826,Careful,191,1000,0.191
826,Early adopter,12,1000,0.012
826,Fearful,73,1000,0.073
826,Homo economicus,179,1000,0.179
826,Influencer,32,1000,0.032
826,Missing,377,1000,0.377
826,None,13,1000,0.013
826,Stubborn,39,1000,0.039
826,Uninterested,6,1000,0.006
827,Activist,71,1000,0.071
827,Careful,194,1000,0.194
827,Early adopter,6,1000,0.006
827,Fearful,81,1000,0.081
827,Homo economicus,162,1000,0.162
827,Influencer,26,1000,0.026
827,Missing,388,1000,0.388
827,None,13,1000,0.013
827,Stubborn,38,1000,0.038
827,Uninterested,21,1000,0.021
828,Activist,52,1000,0.052
828,Careful,185,1000,0.185
828,Early adopter,12,1000,0.012
828,Fearful,86,1000,0.086
828,Homo economicus,177,1000,0.177
828,Influencer,23,1000,0.023
828,Missing,397,1000,0.397
828,None,19,1000,0.019
828,Stubborn,40,1000,0.04
828,Uninterested,9,1000,0.009
829,Activist,63,1000,0.063
829,Careful,180,1000,0.18
829,Early adopter,7,1000,0.007
829,Fearful,91,1000,0.091
829,Homo economicus,181,1000,0.181
829,Influencer,30,1000,0.03
829,Missing,378,1000,0.378
829,None,13,1000,0.013
829,Stubborn,41,1000,0.041
829,Uninterested,16,1000,0.016
830,Activist,83,1000,0.083
830,Careful,159,1000,0.159
830,Early adopter,6,1000,0.006
830,Fearful,94,1000,0.094
830,Homo economicus,164,1000,0.164
830,Influencer,31,1000,0.031
830,Missing,388,1000,0.388
830,None,10,1000,0.01
830,Stubborn,50,1000,0.05
830,Uninterested,15,1000,0.015
831,Activist,64,1000,0.064
831,Careful,175,1000,0.175
831,Early adopter,11,1000,0.011
831,Fearful,99,1000,0.099
831,Homo economicus,177,1000,0.177
831,Influencer,24,1000,0.024
831,Missing,380,1000,0.38
831,None,18,1000,0.018
831,Stubborn,39,1000,0.039
831,Uninterested,13,1000,0.013
832,Activist,68,1000,0.068
832,Careful,180,1000,0.18
832,Early adopter,8,1000,0.008
832,Fearful,87,1000,0.087
832,Homo economicus,174,1000,0.174
832,Influencer,20,1000,0.02
832,Missing,396,1000,0.396
832,None,11,1000,0.011
832,Stubborn,42,1000,0.042
832,Uninterested,14,1000,0.014
833,Activist,63,1000,0.063
833,Careful,162,1000,0.162
833,Early adopter,6,1000,0.006
833,Fearful,105,1000,0.105
833,Homo economicus,175,1000,0.175
833,Influencer,30,1000,0.03
833,Missing,393,1000,0.393
833,None,11,1000,0.011
833,Stubborn,41,1000,0.041
833,Uninterested,14,1000,0.014
834,Activist,81,1000,0.081
834,Careful,164,1000,0.164
834,Early adopter,12,1000,0.012
834,Fearful,94,1000,0.094
834,Homo economicus,157,1000,0.157
834,Influencer,32,1000,0.032
834,Missing,399,1000,0.399
834,None,17,1000,0.017
834,Stubborn,35,1000,0.035
834,Uninterested,9,1000,0.009
835,Activist,73,1000,0.073
835,Careful,168,1000,0.168
835,Early adopter,8,1000,0.008
835,Fearful,96,1000,0.096
835,Homo economicus,173,1000,0.173
835,Influencer,24,1000,0.024
835,Missing,373,1000,0.373
835,None,14,1000,0.014
835,Stubborn,49,1000,0.049
835,Uninterested,22,1000,0.022
836,Activist,77,1000,0.077
836,Careful,174,1000,0.174
836,Early adopter,2,1000,0.002
836,Fearful,73,1000,0.073
836,Homo economicus,189,1000,0.189
836,Influencer,27,1000,0.027
836,Missing,377,1000,0.377
836,None,11,1000,0.011
836,Stubborn,55,1000,0.055
836,Uninterested,15,1000,0.015
837,Activist,65,1000,0.065
837,Careful,193,1000,0.193
837,Early adopter,8,1000,0.008
837,Fearful,94,1000,0.094
837,Homo economicus,163,1000,0.163
837,Influencer,25,1000,0.025
837,Missing,379,1000,0.379
837,None,16,1000,0.016
837,Stubborn,44,1000,0.044
837,Uninterested,13,1000,0.013
838,Activist,69,1000,0.069
838,Careful,165,1000,0.165
838,Early adopter,10,1000,0.01
838,Fearful,93,1000,0.093
838,Homo economicus,167,1000,0.167
838,Influencer,31,1000,0.031
838,Missing,392,1000,0.392
838,None,16,1000,0.016
838,Stubborn,43,1000,0.043
838,Uninterested,14,1000,0.014
839,Activist,69,1000,0.069
839,Careful,176,1000,0.176
839,Early adopter,6,1000,0.006
839,Fearful,87,1000,0.087
839,Homo economicus,176,1000,0.176
839,Influencer,32,1000,0.032
839,Missing,389,1000,0.389
839,None,17,1000,0.017
839,Stubborn,36,1000,0.036
839,Uninterested,12,1000,0.012
840,Activist,76,1000,0.076
840,Careful,176,1000,0.176
840,Early adopter,3,1000,0.003
840,Fearful,92,1000,0.092
840,Homo economicus,178,1000,0.178
840,Influencer,26,1000,0.026
840,Missing,380,1000,0.38
840,None,17,1000,0.017
840,Stubborn,39,1000,0.039
840,Uninterested,13,1000,0.013
841,Activist,72,1000,0.072
841,Careful,186,1000,0.186
841,Early adopter,8,1000,0.008
841,Fearful,97,1000,0.097
841,Homo economicus,151,1000,0.151
841,Influencer,28,1000,0.028
841,Missing,394,1000,0.394
841,None,14,1000,0.014
841,Stubborn,37,1000,0.037
841,Uninterested,13,1000,0.013
842,Activist,62,1000,0.062
842,Careful,179,1000,0.179
842,Early adopter,9,1000,0.009
842,Fearful,83,1000,0.083
842,Homo economicus,179,1000,0.179
842,Influencer,37,1000,0.037
842,Missing,378,1000,0.378
842,None,14,1000,0.014
842,Stubborn,46,1000,0.046
842,Uninterested,13,1000,0.013
843,Activist,68,1000,0.068
843,Careful,193,1000,0.193
843,Early adopter,5,1000,0.005
843,Fearful,80,1000,0.08
843,Homo economicus,175,1000,0.175
843,Influencer,20,1000,0.02
843,Missing,375,1000,0.375
843,None,19,1000,0.019
843,Stubborn,43,1000,0.043
843,Uninterested,22,1000,0.022
844,Activist,63,1000,0.063
844,Careful,189,1000,0.189
844,Early adopter,6,1000,0.006
844,Fearful,88,1000,0.088
844,Homo economicus,178,1000,0.178
844,Influencer,19,1000,0.019
844,Missing,393,1000,0.393
844,None,9,1000,0.009
844,Stubborn,42,1000,0.042
844,Uninterested,13,1000,0.013
845,Activist,78,1000,0.078
845,Careful,181,1000,0.181
845,Early adopter,14,1000,0.014
845,Fearful,87,1000,0.087
845,Homo economicus,164,1000,0.164
845,Influencer,34,1000,0.034
845,Missing,380,1000,0.38
845,None,15,1000,0.015
845,Stubborn,35,1000,0.035
845,Uninterested,12,1000,0.012
846,Activist,69,1000,0.069
846,Careful,188,1000,0.188
846,Early adopter,12,1000,0.012
846,Fearful,78,1000,0.078
846,Homo economicus,173,1000,0.173
846,Influencer,29,1000,0.029
846,Missing,377,1000,0.377
846,None,12,1000,0.012
846,Stubborn,46,1000,0.046
846,Uninterested,16,1000,0.016
847,Activist,79,1000,0.079
847,Careful,187,1000,0.187
847,Early adopter,11,1000,0.011
847,Fearful,96,1000,0.096
847,Homo economicus,165,1000,0.165
847,Influencer,18,1000,0.018
847,Missing,376,1000,0.376
847,None,14,1000,0.014
847,Stubborn,42,1000,0.042
847,Uninterested,12,1000,0.012
848,Activist,73,1000,0.073
848,Careful,178,1000,0.178
848,Early adopter,10,1000,0.01
848,Fearful,98,1000,0.098
848,Homo economicus,157,1000,0.157
848,Influencer,26,1000,0.026
848,Missing,380,1000,0.38
848,None,17,1000,0.017
848,Stubborn,46,1000,0.046
848,Uninterested,15,1000,0.015
849,Activist,75,1000,0.075
849,Careful,193,1000,0.193
849,Early adopter,13,1000,0.013
849,Fearful,78,1000,0.078
849,Homo economicus,157,1000,0.157
849,Influencer,25,1000,0.025
849,Missing,396,1000,0.396
849,None,15,1000,0.015
849,Stubborn,37,1000,0.037
849,Uninterested,11,1000,0.011
850,Activist,70,1000,0.07
850,Careful,169,1000,0.169
850,Early adopter,9,1000,0.009
850,Fearful,93,1000,0.093
850,Homo economicus,182,1000,0.182
850,Influencer,29,1000,0.029
850,Missing,383,1000,0.383
850,None,12,1000,0.012
850,Stubborn,36,1000,0.036
850,Uninterested,17,1000,0.017
851,Activist,75,1000,0.075
851,Careful,198,1000,0.198
851,Early adopter,7,1000,0.007
851,Fearful,90,1000,0.09
851,Homo economicus,153,1000,0.153
851,Influencer,25,1000,0.025
851,Missing,394,1000,0.394
851,None,11,1000,0.011
851,Stubborn,37,1000,0.037
851,Uninterested,10,1000,0.01
852,Activist,76,1000,0.076
852,Careful,182,1000,0.182
852,Early adopter,4,1000,0.004
852,Fearful,81,1000,0.081
852,Homo economicus,179,1000,0.179
852,Influencer,27,1000,0.027
852,Missing,375,1000,0.375
852,None,19,1000,0.019
852,Stubborn,43,1000,0.043
852,Uninterested,14,1000,0.014
853,Activist,66,1000,0.066
853,Careful,172,1000,0.172
853,Early adopter,4,1000,0.004
853,Fearful,79,1000,0.079
853,Homo economicus,168,1000,0.168
853,Influencer,30,1000,0.03
853,Missing,388,1000,0.388
853,None,23,1000,0.023
853,Stubborn,49,1000,0.049
853,Uninterested,21,1000,0.021
854,Activist,73,1000,0.073
854,Careful,173,1000,0.173
854,Early adopter,10,1000,0.01
854,Fearful,79,1000,0.079
854,Homo economicus,186,1000,0.186
854,Influencer,30,1000,0.03
854,Missing,388,1000,0.388
854,None,17,1000,0.017
854,Stubborn,35,1000,0.035
854,Uninterested,9,1000,0.009
855,Activist,70,1000,0.07
855,Careful,154,1000,0.154
855,Early adopter,8,1000,0.008
855,Fearful,96,1000,0.096
855,Homo economicus,178,1000,0.178
855,Influencer,30,1000,0.03
855,Missing,395,1000,0.395
855,None,14,1000,0.014
855,Stubborn,43,1000,0.043
855,Uninterested,12,1000,0.012
856,Activist,62,1000,0.062
856,Careful,172,1000,0.172
856,Early adopter,6,1000,0.006
856,Fearful,88,1000,0.088
856,Homo economicus,172,1000,0.172
856,Influencer,28,1000,0.028
856,Missing,379,1000,0.379
856,None,26,1000,0.026
856,Stubborn,46,1000,0.046
856,Uninterested,21,1000,0.021
857,Activist,63,1000,0.063
857,Careful,186,1000,0.186
857,Early adopter,5,1000,0.005
857,Fearful,83,1000,0.083
857,Homo economicus,168,1000,0.168
857,Influencer,23,1000,0.023
857,Missing,393,1000,0.393
857,None,12,1000,0.012
857,Stubborn,53,1000,0.053
857,Uninterested,14,1000,0.014
858,Activist,66,1000,0.066
858,Careful,197,1000,0.197
858,Early adopter,5,1000,0.005
858,Fearful,90,1000,0.09
858,Homo economicus,172,1000,0.172
858,Influencer,21,1000,0.021
858,Missing,386,1000,0.386
858,None,9,1000,0.009
858,Stubborn,38,1000,0.038
858,Uninterested,16,1000,0.016
859,Activist,68,1000,0.068
859,Careful,186,1000,0.186
859,Early adopter,11,1000,0.011
859,Fearful,90,1000,0.09
859,Homo economicus,166,1000,0.166
859,Influencer,23,1000,0.023
859,Missing,390,1000,0.39
859,None,13,1000,0.013
859,Stubborn,35,1000,0.035
859,Uninterested,18,1000,0.018
860,Activist,62,1000,0.062
860,Careful,190,1000,0.19
860,Early adopter,9,1000,0.009
860,Fearful,92,1000,0.092
860,Homo economicus,190,1000,0.19
860,Influencer,26,1000,0.026
860,Missing,364,1000,0.364
860,None,17,1000,0.017
860,Stubborn,41,1000,0.041
860,Uninterested,9,1000,0.009
861,Activist,72,1000,0.072
861,Careful,182,1000,0.182
861,Early adopter,7,1000,0.007
861,Fearful,83,1000,0.083
861,Homo economicus,158,1000,0.158
861,Influencer,36,1000,0.036
861,Missing,380,1000,0.38
861,None,19,1000,0.019
861,Stubborn,42,1000,0.042
861,Uninterested,21,1000,0.021
862,Activist,77,1000,0.077
862,Careful,170,1000,0.17
862,Early adopter,10,1000,0.01
862,Fearful,97,1000,0.097
862,Homo economicus,170,1000,0.17
862,Influencer,26,1000,0.026
862,Missing,395,1000,0.395
862,None,14,1000,0.014
862,Stubborn,35,1000,0.035
862,Uninterested,6,1000,0.006
863,Activist,72,1000,0.072
863,Careful,192,1000,0.192
863,Early adopter,13,1000,0.013
863,Fearful,92,1000,0.092
863,Homo economicus,166,1000,0.166
863,Influencer,22,1000,0.022
863,Missing,374,1000,0.374
863,None,14,1000,0.014
863,Stubborn,39,1000,0.039
863,Uninterested,16,1000,0.016
864,Activist,72,1000,0.072
864,Careful,167,1000,0.167
864,Early adopter,6,1000,0.006
864,Fearful,82,1000,0.082
864,Homo economicus,186,1000,0.186
864,Influencer,20,1000,0.02
864,Missing,401,1000,0.401
864,None,12,1000,0.012
864,Stubborn,46,1000,0.046
864,Uninterested,8,1000,0.008
865,Activist,73,1000,0.073
865,Careful,182,1000,0.182
865,Early adopter,5,1000,0.005
865,Fearful,85,1000,0.085
865,Homo economicus,179,1000,0.179
865,Influencer,32,1000,0.032
865,Missing,386,1000,0.386
865,None,11,1000,0.011
865,Stubborn,36,1000,0.036
865,Uninterested,11,1000,0.011
866,Activist,77,1000,0.077
866,Careful,174,1000,0.174
866,Early adopter,12,1000,0.012
866,Fearful,87,1000,0.087
866,Homo economicus,172,1000,0.172
866,Influencer,31,1000,0.031
866,Missing,367,1000,0.367
866,None,25,1000,0.025
866,Stubborn,36,1000,0.036
866,Uninterested,19,1000,0.019
867,Activist,73,1000,0.073
867,Careful,188,1000,0.188
867,Early adopter,8,1000,0.008
867,Fearful,70,1000,0.07
867,Homo economicus,174,1000,0.174
867,Influencer,28,1000,0.028
867,Missing,382,1000,0.382
867,None,20,1000,0.02
867,Stubborn,33,1000,0.033
867,Uninterested,24,1000,0.024
868,Activist,85,1000,0.085
868,Careful,180,1000,0.18
868,Early adopter,1,1000,0.001
868,Fearful,87,1000,0.087
868,Homo economicus,165,1000,0.165
868,Influencer,24,1000,0.024
868,Missing,383,1000,0.383
868,None,23,1000,0.023
868,Stubborn,36,1000,0.036
868,Uninterested,16,1000,0.016
869,Activist,87,1000,0.087
869,Careful,171,1000,0.171
869,Early adopter,6,1000,0.006
869,Fearful,82,1000,0.082
869,Homo economicus,166,1000,0.166
869,Influencer,24,1000,0.024
869,Missing,389,1000,0.389
869,None,23,1000,0.023
869,Stubborn,38,1000,0.038
869,Uninterested,14,1000,0.014
870,Activist,80,1000,0.08
870,Careful,185,1000,0.185
870,Early adopter,5,1000,0.005
870,Fearful,80,1000,0.08
870,Homo economicus,176,1000,0.176
870,Influencer,31,1000,0.031
870,Missing,381,1000,0.381
870,None,13,1000,0.013
870,Stubborn,38,1000,0.038
870,Uninterested,11,1000,0.011
871,Activist,75,1000,0.075
871,Careful,165,1000,0.165
871,Early adopter,12,1000,0.012
871,Fearful,105,1000,0.105
871,Homo economicus,166,1000,0.166
871,Influencer,29,1000,0.029
871,Missing,381,1000,0.381
871,None,13,1000,0.013
871,Stubborn,40,1000,0.04
871,Uninterested,14,1000,0.014
872,Activist,76,1000,0.076
872,Careful,191,1000,0.191
872,Early adopter,3,1000,0.003
872,Fearful,91,1000,0.091
872,Homo economicus,171,1000,0.171
872,Influencer,24,1000,0.024
872,Missing,377,1000,0.377
872,None,19,1000,0.019
872,Stubborn,34,1000,0.034
872,Uninterested,14,1000,0.014
873,Activist,67,1000,0.067
873,Careful,175,1000,0.175
873,Early adopter,10,1000,0.01
873,Fearful,79,1000,0.079
873,Homo economicus,187,1000,0.187
873,Influencer,20,1000,0.02
873,Missing,389,1000,0.389
873,None,15,1000,0.015
873,Stubborn,44,1000,0.044
873,Uninterested,14,1000,0.014
874,Activist,68,1000,0.068
874,Careful,173,1000,0.173
874,Early adopter,8,1000,0.008
874,Fearful,90,1000,0.09
874,Homo economicus,172,1000,0.172
874,Influencer,27,1000,0.027
874,Missing,392,1000,0.392
874,None,26,1000,0.026
874,Stubborn,31,1000,0.031
874,Uninterested,13,1000,0.013
875,Activist,62,1000,0.062
875,Careful,191,1000,0.191
875,Early adopter,5,1000,0.005
875,Fearful,81,1000,0.081
875,Homo economicus,184,1000,0.184
875,Influencer,29,1000,0.029
875,Missing,376,1000,0.376
875,None,19,1000,0.019
875,Stubborn,34,1000,0.034
875,Uninterested,19,1000,0.019
876,Activist,75,1000,0.075
876,Careful,177,1000,0.177
876,Early adopter,5,1000,0.005
876,Fearful,92,1000,0.092
876,Homo economicus,163,1000,0.163
876,Influencer,32,1000,0.032
876,Missing,378,1000,0.378
876,None,15,1000,0.015
876,Stubborn,45,1000,0.045
876,Uninterested,18,1000,0.018
877,Activist,88,1000,0.088
877,Careful,177,1000,0.177
877,Early adopter,5,1000,0.005
877,Fearful,85,1000,0.085
877,Homo economicus,148,1000,0.148
877,Influencer,26,1000,0.026
877,Missing,399,1000,0.399
877,None,13,1000,0.013
877,Stubborn,42,1000,0.042
877,Uninterested,17,1000,0.017
878,Activist,87,1000,0.087
878,Careful,166,1000,0.166
878,Early adopter,4,1000,0.004
878,Fearful,80,1000,0.08
878,Homo economicus,175,1000,0.175
878,Influencer,34,1000,0.034
878,Missing,386,1000,0.386
878,None,15,1000,0.015
878,Stubborn,38,1000,0.038
878,Uninterested,15,1000,0.015
879,Activist,76,1000,0.076
879,Careful,178,1000,0.178
879,Early adopter,9,1000,0.009
879,Fearful,84,1000,0.084
879,Homo economicus,171,1000,0.171
879,Influencer,30,1000,0.03
879,Missing,391,1000,0.391
879,None,10,1000,0.01
879,Stubborn,36,1000,0.036
879,Uninterested,15,1000,0.015
880,Activist,82,1000,0.082
880,Careful,179,1000,0.179
880,Early adopter,10,1000,0.01
880,Fearful,76,1000,0.076
880,Homo economicus,177,1000,0.177
880,Influencer,24,1000,0.024
880,Missing,381,1000,0.381
880,None,15,1000,0.015
880,Stubborn,41,1000,0.041
880,Uninterested,15,1000,0.015
881,Activist,70,1000,0.07
881,Careful,166,1000,0.166
881,Early adopter,12,1000,0.012
881,Fearful,92,1000,0.092
881,Homo economicus,183,1000,0.183
881,Influencer,23,1000,0.023
881,Missing,384,1000,0.384
881,None,15,1000,0.015
881,Stubborn,42,1000,0.042
