"scenario","type","reference","D","K","freq_covered","pct_covered"
"10-32","ext","kmeans",16,6,800000,100
"10-32","ext","kmeans",16,7,800000,100
"10-32","ext","kmeans",16,8,800000,100
"10-32","ext","kmeans",16,9,800000,100
"10-32","ext","kmeans",17,1,800000,100
"10-32","ext","kmeans",17,2,800000,100
"10-32","ext","kmeans",17,3,800000,100
"10-32","ext","kmeans",17,4,800000,100
"10-32","ext","kmeans",17,5,800000,100
"10-32","ext","kmeans",17,6,800000,100
"10-32","ext","kmeans",17,7,800000,100
"10-32","ext","kmeans",17,8,800000,100
"10-32","ext","kmeans",17,9,800000,100
"10-32","ext","kmeans",18,1,800000,100
"10-32","ext","kmeans",18,2,800000,100
"10-32","ext","kmeans",18,3,800000,100
"10-32","ext","kmeans",18,4,800000,100
"10-32","ext","kmeans",18,5,800000,100
"10-32","ext","kmeans",18,6,800000,100
"10-32","ext","kmeans",18,7,800000,100
"10-32","ext","kmeans",18,8,800000,100
"10-32","ext","kmeans",18,9,800000,100
"10-32","ext","kmeans",19,1,800000,100
"10-32","ext","kmeans",19,2,800000,100
"10-32","ext","kmeans",19,3,800000,100
"10-32","ext","kmeans",19,4,800000,100
"10-32","ext","kmeans",19,5,800000,100
"10-32","ext","kmeans",19,6,800000,100
"10-32","ext","kmeans",19,7,800000,100
"10-32","ext","kmeans",19,8,800000,100
"10-32","ext","kmeans",19,9,800000,100
"10-32","ext","kmeans",20,1,800000,100
"10-32","ext","kmeans",20,2,800000,100
"10-32","ext","kmeans",20,3,800000,100
"10-32","ext","kmeans",20,4,800000,100
"10-32","ext","kmeans",20,5,800000,100
"10-32","ext","kmeans",20,6,800000,100
"10-32","ext","kmeans",20,7,800000,100
"10-32","ext","kmeans",20,8,800000,100
"10-32","ext","kmeans",20,9,800000,100
"10-32","ext","sins",0,1,0,0
"10-32","ext","sins",0,2,0,0
"10-32","ext","sins",0,3,0,0
"10-32","ext","sins",0,4,0,0
"10-32","ext","sins",0,5,0,0
"10-32","ext","sins",0,6,0,0
"10-32","ext","sins",0,7,0,0
"10-32","ext","sins",1,1,0,0
"10-32","ext","sins",1,2,0,0
"10-32","ext","sins",1,3,0,0
"10-32","ext","sins",1,4,0,0
"10-32","ext","sins",1,5,0,0
"10-32","ext","sins",1,6,0,0
"10-32","ext","sins",1,7,0,0
"10-32","ext","sins",2,1,278,0.03475
"10-32","ext","sins",2,2,279,0.034875
"10-32","ext","sins",2,3,280,0.035
"10-32","ext","sins",2,4,280,0.035
"10-32","ext","sins",2,5,280,0.035
"10-32","ext","sins",2,6,280,0.035
"10-32","ext","sins",2,7,280,0.035
"10-32","ext","sins",3,1,8483,1.060375
"10-32","ext","sins",3,2,8491,1.061375
"10-32","ext","sins",3,3,8496,1.062
"10-32","ext","sins",3,4,8499,1.062375
"10-32","ext","sins",3,5,8499,1.062375
"10-32","ext","sins",3,6,8499,1.062375
"10-32","ext","sins",3,7,8499,1.062375
"10-32","ext","sins",4,1,10650,1.33125
"10-32","ext","sins",4,2,16307,2.038375
"10-32","ext","sins",4,3,16370,2.04625
"10-32","ext","sins",4,4,16418,2.05225
"10-32","ext","sins",4,5,16457,2.057125
"10-32","ext","sins",4,6,16463,2.057875
"10-32","ext","sins",4,7,16468,2.0585
"10-32","ext","sins",5,1,48993,6.124125
"10-32","ext","sins",5,2,56118,7.01475
"10-32","ext","sins",5,3,60186,7.52325
"10-32","ext","sins",5,4,61238,7.65475
"10-32","ext","sins",5,5,61761,7.720125
"10-32","ext","sins",5,6,62205,7.775625
"10-32","ext","sins",5,7,62228,7.7785
"10-32","ext","sins",6,1,74511,9.313875
"10-32","ext","sins",6,2,101971,12.746375
"10-32","ext","sins",6,3,133438,16.67975
"10-32","ext","sins",6,4,139583,17.447875
"10-32","ext","sins",6,5,143612,17.9515
"10-32","ext","sins",6,6,146167,18.270875
"10-32","ext","sins",6,7,146402,18.30025
"10-32","ext","sins",7,1,185468,23.1835
"10-32","ext","sins",7,2,214143,26.767875
"10-32","ext","sins",7,3,345390,43.17375
"10-32","ext","sins",7,4,369535,46.191875
"10-32","ext","sins",7,5,379379,47.422375
"10-32","ext","sins",7,6,388151,48.518875
"10-32","ext","sins",7,7,389305,48.663125
"10-32","ext","sins",8,1,268243,33.530375
"10-32","ext","sins",8,2,461332,57.6665
"10-32","ext","sins",8,3,497352,62.169
"10-32","ext","sins",8,4,515686,64.46075
"10-32","ext","sins",8,5,533675,66.709375
"10-32","ext","sins",8,6,551835,68.979375
"10-32","ext","sins",8,7,553542,69.19275
"10-32","ext","sins",9,1,335157,41.894625
"10-32","ext","sins",9,2,561171,70.146375
"10-32","ext","sins",9,3,585770,73.22125
"10-32","ext","sins",9,4,609844,76.2305
"10-32","ext","sins",9,5,620782,77.59775
"10-32","ext","sins",9,6,638049,79.756125
"10-32","ext","sins",9,7,639741,79.967625
"10-32","ext","sins",10,1,385145,48.143125
"10-32","ext","sins",10,2,537222,67.15275
"10-32","ext","sins",10,3,562039,70.254875
"10-32","ext","sins",10,4,603231,75.403875
"10-32","ext","sins",10,5,705949,88.243625
"10-32","ext","sins",10,6,710251,88.781375
"10-32","ext","sins",10,7,713704,89.213
"10-32","ext","sins",11,1,428359,53.544875
"10-32","ext","sins",11,2,583376,72.922
"10-32","ext","sins",11,3,656326,82.04075
"10-32","ext","sins",11,4,673520,84.19
"10-32","ext","sins",11,5,685311,85.663875
"10-32","ext","sins",11,6,746130,93.26625
"10-32","ext","sins",11,7,754116,94.2645
"10-32","ext","sins",12,1,552631,69.078875
"10-32","ext","sins",12,2,622555,77.819375
"10-32","ext","sins",12,3,773306,96.66325
"10-32","ext","sins",12,4,778739,97.342375
"10-32","ext","sins",12,5,786556,98.3195
"10-32","ext","sins",12,6,792963,99.120375
"10-32","ext","sins",12,7,793530,99.19125
"10-32","ext","sins",13,1,625645,78.205625
"10-32","ext","sins",13,2,681990,85.24875
"10-32","ext","sins",13,3,715297,89.412125
"10-32","ext","sins",13,4,729607,91.200875
"10-32","ext","sins",13,5,794960,99.37
"10-32","ext","sins",13,6,796361,99.545125
"10-32","ext","sins",13,7,797637,99.704625
"10-32","ext","sins",14,1,753293,94.161625
"10-32","ext","sins",14,2,779348,97.4185
"10-32","ext","sins",14,3,786462,98.30775
"10-32","ext","sins",14,4,787360,98.42
"10-32","ext","sins",14,5,788004,98.5005
"10-32","ext","sins",14,6,799655,99.956875
"10-32","ext","sins",14,7,799822,99.97775
"10-32","ext","sins",15,1,777578,97.19725
"10-32","ext","sins",15,2,793143,99.142875
"10-32","ext","sins",15,3,798116,99.7645
"10-32","ext","sins",15,4,798435,99.804375
"10-32","ext","sins",15,5,798889,99.861125
"10-32","ext","sins",15,6,799837,99.979625
"10-32","ext","sins",15,7,799881,99.985125
"10-32","ext","sins",16,1,797542,99.69275
"10-32","ext","sins",16,2,799350,99.91875
"10-32","ext","sins",16,3,799898,99.98725
"10-32","ext","sins",16,4,799908,99.9885
"10-32","ext","sins",16,5,799922,99.99025
"10-32","ext","sins",16,6,799999,99.999875
"10-32","ext","sins",16,7,799999,99.999875
"10-32","ext","sins",17,1,798646,99.83075
"10-32","ext","sins",17,2,799645,99.955625
"10-32","ext","sins",17,3,799951,99.993875
"10-32","ext","sins",17,4,799956,99.9945
"10-32","ext","sins",17,5,799962,99.99525
"10-32","ext","sins",17,6,800000,100
"10-32","ext","sins",17,7,800000,100
"10-32","ext","sins",18,1,799804,99.9755
"10-32","ext","sins",18,2,799972,99.9965
"10-32","ext","sins",18,3,799998,99.99975
"10-32","ext","sins",18,4,799998,99.99975
"10-32","ext","sins",18,5,799998,99.99975
"10-32","ext","sins",18,6,800000,100
"10-32","ext","sins",18,7,800000,100
"10-32","ext","sins",19,1,799845,99.980625
"10-32","ext","sins",19,2,799977,99.997125
"10-32","ext","sins",19,3,799998,99.99975
"10-32","ext","sins",19,4,799998,99.99975
"10-32","ext","sins",19,5,799998,99.99975
"10-32","ext","sins",19,6,800000,100
"10-32","ext","sins",19,7,800000,100
"10-32","ext","sins",20,1,799992,99.999
"10-32","ext","sins",20,2,800000,100
"10-32","ext","sins",20,3,800000,100
"10-32","ext","sins",20,4,800000,100
"10-32","ext","sins",20,5,800000,100
"10-32","ext","sins",20,6,800000,100
"10-32","ext","sins",20,7,800000,100
"100-9","pos","experts",0,1,56,0.007
"100-9","pos","experts",0,2,56,0.007
"100-9","pos","experts",0,3,56,0.007
"100-9","pos","experts",0,4,56,0.007
"100-9","pos","experts",0,5,56,0.007
"100-9","pos","experts",0,6,56,0.007
"100-9","pos","experts",0,7,56,0.007
"100-9","pos","experts",0,8,56,0.007
"100-9","pos","experts",1,1,433,0.054125
"100-9","pos","experts",1,2,433,0.054125
"100-9","pos","experts",1,3,433,0.054125
"100-9","pos","experts",1,4,433,0.054125
"100-9","pos","experts",1,5,433,0.054125
"100-9","pos","experts",1,6,433,0.054125
"100-9","pos","experts",1,7,433,0.054125
"100-9","pos","experts",1,8,433,0.054125
"100-9","pos","experts",2,1,7307,0.913375
"100-9","pos","experts",2,2,7307,0.913375
"100-9","pos","experts",2,3,7307,0.913375
"100-9","pos","experts",2,4,7307,0.913375
"100-9","pos","experts",2,5,7307,0.913375
"100-9","pos","experts",2,6,7307,0.913375
"100-9","pos","experts",2,7,7307,0.913375
"100-9","pos","experts",2,8,7307,0.913375
"100-9","pos","experts",3,1,26261,3.282625
"100-9","pos","experts",3,2,26261,3.282625
"100-9","pos","experts",3,3,26261,3.282625
"100-9","pos","experts",3,4,26261,3.282625
"100-9","pos","experts",3,5,26261,3.282625
"100-9","pos","experts",3,6,26261,3.282625
"100-9","pos","experts",3,7,26261,3.282625
"100-9","pos","experts",3,8,26261,3.282625
"100-9","pos","experts",4,1,166053,20.756625
"100-9","pos","experts",4,2,166053,20.756625
"100-9","pos","experts",4,3,166053,20.756625
"100-9","pos","experts",4,4,166053,20.756625
"100-9","pos","experts",4,5,166053,20.756625
"100-9","pos","experts",4,6,166053,20.756625
"100-9","pos","experts",4,7,166053,20.756625
"100-9","pos","experts",4,8,166053,20.756625
"100-9","pos","experts",5,1,444503,55.562875
"100-9","pos","experts",5,2,444503,55.562875
"100-9","pos","experts",5,3,444503,55.562875
"100-9","pos","experts",5,4,444503,55.562875
"100-9","pos","experts",5,5,444503,55.562875
"100-9","pos","experts",5,6,444503,55.562875
"100-9","pos","experts",5,7,444503,55.562875
"100-9","pos","experts",5,8,444503,55.562875
"100-9","pos","experts",6,1,526764,65.8455
"100-9","pos","experts",6,2,526764,65.8455
"100-9","pos","experts",6,3,526764,65.8455
"100-9","pos","experts",6,4,526764,65.8455
"100-9","pos","experts",6,5,526764,65.8455
"100-9","pos","experts",6,6,526764,65.8455
"100-9","pos","experts",6,7,526764,65.8455
"100-9","pos","experts",6,8,526764,65.8455
"100-9","pos","experts",7,1,550983,68.872875
"100-9","pos","experts",7,2,550983,68.872875
"100-9","pos","experts",7,3,550983,68.872875
"100-9","pos","experts",7,4,550983,68.872875
"100-9","pos","experts",7,5,550983,68.872875
"100-9","pos","experts",7,6,550983,68.872875
"100-9","pos","experts",7,7,550983,68.872875
"100-9","pos","experts",7,8,550983,68.872875
"100-9","pos","experts",8,1,580652,72.5815
"100-9","pos","experts",8,2,580652,72.5815
"100-9","pos","experts",8,3,580652,72.5815
"100-9","pos","experts",8,4,580652,72.5815
"100-9","pos","experts",8,5,580652,72.5815
"100-9","pos","experts",8,6,580652,72.5815
"100-9","pos","experts",8,7,580652,72.5815
"100-9","pos","experts",8,8,580652,72.5815
"100-9","pos","experts",9,1,800000,100
"100-9","pos","experts",9,2,800000,100
"100-9","pos","experts",9,3,800000,100
"100-9","pos","experts",9,4,800000,100
"100-9","pos","experts",9,5,800000,100
"100-9","pos","experts",9,6,800000,100
"100-9","pos","experts",9,7,800000,100
"100-9","pos","experts",9,8,800000,100
"100-9","pos","experts",10,1,800000,100
"100-9","pos","experts",10,2,800000,100
"100-9","pos","experts",10,3,800000,100
"100-9","pos","experts",10,4,800000,100
"100-9","pos","experts",10,5,800000,100
"100-9","pos","experts",10,6,800000,100
"100-9","pos","experts",10,7,800000,100
"100-9","pos","experts",10,8,800000,100
"100-9","pos","experts",11,1,800000,100
"100-9","pos","experts",11,2,800000,100
"100-9","pos","experts",11,3,800000,100
"100-9","pos","experts",11,4,800000,100
"100-9","pos","experts",11,5,800000,100
"100-9","pos","experts",11,6,800000,100
"100-9","pos","experts",11,7,800000,100
"100-9","pos","experts",11,8,800000,100
"100-9","pos","experts",12,1,800000,100
"100-9","pos","experts",12,2,800000,100
"100-9","pos","experts",12,3,800000,100
"100-9","pos","experts",12,4,800000,100
"100-9","pos","experts",12,5,800000,100
"100-9","pos","experts",12,6,800000,100
"100-9","pos","experts",12,7,800000,100
"100-9","pos","experts",12,8,800000,100
"100-9","pos","experts",13,1,800000,100
"100-9","pos","experts",13,2,800000,100
"100-9","pos","experts",13,3,800000,100
"100-9","pos","experts",13,4,800000,100
"100-9","pos","experts",13,5,800000,100
"100-9","pos","experts",13,6,800000,100
"100-9","pos","experts",13,7,800000,100
"100-9","pos","experts",13,8,800000,100
"100-9","pos","experts",14,1,800000,100
"100-9","pos","experts",14,2,800000,100
"100-9","pos","experts",14,3,800000,100
"100-9","pos","experts",14,4,800000,100
"100-9","pos","experts",14,5,800000,100
"100-9","pos","experts",14,6,800000,100
"100-9","pos","experts",14,7,800000,100
"100-9","pos","experts",14,8,800000,100
"100-9","pos","experts",15,1,800000,100
"100-9","pos","experts",15,2,800000,100
"100-9","pos","experts",15,3,800000,100
"100-9","pos","experts",15,4,800000,100
"100-9","pos","experts",15,5,800000,100
"100-9","pos","experts",15,6,800000,100
"100-9","pos","experts",15,7,800000,100
"100-9","pos","experts",15,8,800000,100
"100-9","pos","experts",16,1,800000,100
"100-9","pos","experts",16,2,800000,100
"100-9","pos","experts",16,3,800000,100
"100-9","pos","experts",16,4,800000,100
"100-9","pos","experts",16,5,800000,100
"100-9","pos","experts",16,6,800000,100
"100-9","pos","experts",16,7,800000,100
"100-9","pos","experts",16,8,800000,100
"100-9","pos","experts",17,1,800000,100
"100-9","pos","experts",17,2,800000,100
"100-9","pos","experts",17,3,800000,100
"100-9","pos","experts",17,4,800000,100
"100-9","pos","experts",17,5,800000,100
"100-9","pos","experts",17,6,800000,100
"100-9","pos","experts",17,7,800000,100
"100-9","pos","experts",17,8,800000,100
"100-9","pos","experts",18,1,800000,100
"100-9","pos","experts",18,2,800000,100
"100-9","pos","experts",18,3,800000,100
"100-9","pos","experts",18,4,800000,100
"100-9","pos","experts",18,5,800000,100
"100-9","pos","experts",18,6,800000,100
"100-9","pos","experts",18,7,800000,100
"100-9","pos","experts",18,8,800000,100
"100-9","pos","experts",19,1,800000,100
"100-9","pos","experts",19,2,800000,100
"100-9","pos","experts",19,3,800000,100
"100-9","pos","experts",19,4,800000,100
"100-9","pos","experts",19,5,800000,100
"100-9","pos","experts",19,6,800000,100
"100-9","pos","experts",19,7,800000,100
"100-9","pos","experts",19,8,800000,100
"100-9","pos","experts",20,1,800000,100
"100-9","pos","experts",20,2,800000,100
"100-9","pos","experts",20,3,800000,100
"100-9","pos","experts",20,4,800000,100
"100-9","pos","experts",20,5,800000,100
"100-9","pos","experts",20,6,800000,100
"100-9","pos","experts",20,7,800000,100
"100-9","pos","experts",20,8,800000,100
"100-9","pos","kmeans",0,1,56,0.007
"100-9","pos","kmeans",0,2,56,0.007
"100-9","pos","kmeans",0,3,56,0.007
"100-9","pos","kmeans",0,4,56,0.007
"100-9","pos","kmeans",0,5,56,0.007
"100-9","pos","kmeans",0,6,56,0.007
"100-9","pos","kmeans",0,7,56,0.007
"100-9","pos","kmeans",0,8,56,0.007
"100-9","pos","kmeans",0,9,56,0.007
"100-9","pos","kmeans",1,1,433,0.054125
"100-9","pos","kmeans",1,2,433,0.054125
"100-9","pos","kmeans",1,3,433,0.054125
"100-9","pos","kmeans",1,4,433,0.054125
"100-9","pos","kmeans",1,5,433,0.054125
"100-9","pos","kmeans",1,6,433,0.054125
"100-9","pos","kmeans",1,7,433,0.054125
"100-9","pos","kmeans",1,8,433,0.054125
"100-9","pos","kmeans",1,9,433,0.054125
"100-9","pos","kmeans",2,1,7307,0.913375
"100-9","pos","kmeans",2,2,7307,0.913375
"100-9","pos","kmeans",2,3,7307,0.913375
"100-9","pos","kmeans",2,4,7307,0.913375
"100-9","pos","kmeans",2,5,7307,0.913375
"100-9","pos","kmeans",2,6,7307,0.913375
"100-9","pos","kmeans",2,7,7307,0.913375
"100-9","pos","kmeans",2,8,7307,0.913375
"100-9","pos","kmeans",2,9,7307,0.913375
"100-9","pos","kmeans",3,1,26261,3.282625
"100-9","pos","kmeans",3,2,26261,3.282625
"100-9","pos","kmeans",3,3,26261,3.282625
"100-9","pos","kmeans",3,4,26261,3.282625
"100-9","pos","kmeans",3,5,26261,3.282625
"100-9","pos","kmeans",3,6,26261,3.282625
"100-9","pos","kmeans",3,7,26261,3.282625
"100-9","pos","kmeans",3,8,26261,3.282625
"100-9","pos","kmeans",3,9,26261,3.282625
"100-9","pos","kmeans",4,1,166053,20.756625
"100-9","pos","kmeans",4,2,166053,20.756625
"100-9","pos","kmeans",4,3,166053,20.756625
"100-9","pos","kmeans",4,4,166053,20.756625
"100-9","pos","kmeans",4,5,166053,20.756625
"100-9","pos","kmeans",4,6,166053,20.756625
"100-9","pos","kmeans",4,7,166053,20.756625
"100-9","pos","kmeans",4,8,166053,20.756625
"100-9","pos","kmeans",4,9,166053,20.756625
"100-9","pos","kmeans",5,1,444503,55.562875
"100-9","pos","kmeans",5,2,444503,55.562875
"100-9","pos","kmeans",5,3,444503,55.562875
"100-9","pos","kmeans",5,4,444503,55.562875
"100-9","pos","kmeans",5,5,444503,55.562875
"100-9","pos","kmeans",5,6,444503,55.562875
"100-9","pos","kmeans",5,7,444503,55.562875
"100-9","pos","kmeans",5,8,444503,55.562875
"100-9","pos","kmeans",5,9,444503,55.562875
"100-9","pos","kmeans",6,1,526764,65.8455
"100-9","pos","kmeans",6,2,526764,65.8455
"100-9","pos","kmeans",6,3,526764,65.8455
"100-9","pos","kmeans",6,4,526764,65.8455
"100-9","pos","kmeans",6,5,526764,65.8455
"100-9","pos","kmeans",6,6,526764,65.8455
"100-9","pos","kmeans",6,7,526764,65.8455
"100-9","pos","kmeans",6,8,526764,65.8455
"100-9","pos","kmeans",6,9,526764,65.8455
"100-9","pos","kmeans",7,1,550983,68.872875
"100-9","pos","kmeans",7,2,550983,68.872875
"100-9","pos","kmeans",7,3,550983,68.872875
"100-9","pos","kmeans",7,4,550983,68.872875
"100-9","pos","kmeans",7,5,550983,68.872875
"100-9","pos","kmeans",7,6,550983,68.872875
"100-9","pos","kmeans",7,7,550983,68.872875
"100-9","pos","kmeans",7,8,550983,68.872875
"100-9","pos","kmeans",7,9,550983,68.872875
"100-9","pos","kmeans",8,1,580652,72.5815
"100-9","pos","kmeans",8,2,580652,72.5815
"100-9","pos","kmeans",8,3,580652,72.5815
"100-9","pos","kmeans",8,4,580652,72.5815
"100-9","pos","kmeans",8,5,580652,72.5815
"100-9","pos","kmeans",8,6,580652,72.5815
"100-9","pos","kmeans",8,7,580652,72.5815
"100-9","pos","kmeans",8,8,580652,72.5815
"100-9","pos","kmeans",8,9,580652,72.5815
"100-9","pos","kmeans",9,1,800000,100
"100-9","pos","kmeans",9,2,800000,100
"100-9","pos","kmeans",9,3,800000,100
"100-9","pos","kmeans",9,4,800000,100
"100-9","pos","kmeans",9,5,800000,100
"100-9","pos","kmeans",9,6,800000,100
"100-9","pos","kmeans",9,7,800000,100
"100-9","pos","kmeans",9,8,800000,100
"100-9","pos","kmeans",9,9,800000,100
"100-9","pos","kmeans",10,1,800000,100
"100-9","pos","kmeans",10,2,800000,100
"100-9","pos","kmeans",10,3,800000,100
"100-9","pos","kmeans",10,4,800000,100
"100-9","pos","kmeans",10,5,800000,100
"100-9","pos","kmeans",10,6,800000,100
"100-9","pos","kmeans",10,7,800000,100
"100-9","pos","kmeans",10,8,800000,100
"100-9","pos","kmeans",10,9,800000,100
"100-9","pos","kmeans",11,1,800000,100
"100-9","pos","kmeans",11,2,800000,100
"100-9","pos","kmeans",11,3,800000,100
"100-9","pos","kmeans",11,4,800000,100
"100-9","pos","kmeans",11,5,800000,100
"100-9","pos","kmeans",11,6,800000,100
"100-9","pos","kmeans",11,7,800000,100
"100-9","pos","kmeans",11,8,800000,100
"100-9","pos","kmeans",11,9,800000,100
"100-9","pos","kmeans",12,1,800000,100
"100-9","pos","kmeans",12,2,800000,100
"100-9","pos","kmeans",12,3,800000,100
"100-9","pos","kmeans",12,4,800000,100
"100-9","pos","kmeans",12,5,800000,100
"100-9","pos","kmeans",12,6,800000,100
"100-9","pos","kmeans",12,7,800000,100
"100-9","pos","kmeans",12,8,800000,100
"100-9","pos","kmeans",12,9,800000,100
"100-9","pos","kmeans",13,1,800000,100
"100-9","pos","kmeans",13,2,800000,100
"100-9","pos","kmeans",13,3,800000,100
"100-9","pos","kmeans",13,4,800000,100
"100-9","pos","kmeans",13,5,800000,100
"100-9","pos","kmeans",13,6,800000,100
"100-9","pos","kmeans",13,7,800000,100
"100-9","pos","kmeans",13,8,800000,100
"100-9","pos","kmeans",13,9,800000,100
"100-9","pos","kmeans",14,1,800000,100
"100-9","pos","kmeans",14,2,800000,100
"100-9","pos","kmeans",14,3,800000,100
"100-9","pos","kmeans",14,4,800000,100
"100-9","pos","kmeans",14,5,800000,100
"100-9","pos","kmeans",14,6,800000,100
"100-9","pos","kmeans",14,7,800000,100
"100-9","pos","kmeans",14,8,800000,100
"100-9","pos","kmeans",14,9,800000,100
"100-9","pos","kmeans",15,1,800000,100
"100-9","pos","kmeans",15,2,800000,100
"100-9","pos","kmeans",15,3,800000,100
"100-9","pos","kmeans",15,4,800000,100
"100-9","pos","kmeans",15,5,800000,100
"100-9","pos","kmeans",15,6,800000,100
"100-9","pos","kmeans",15,7,800000,100
"100-9","pos","kmeans",15,8,800000,100
"100-9","pos","kmeans",15,9,800000,100
"100-9","pos","kmeans",16,1,800000,100
"100-9","pos","kmeans",16,2,800000,100
"100-9","pos","kmeans",16,3,800000,100
"100-9","pos","kmeans",16,4,800000,100
"100-9","pos","kmeans",16,5,800000,100
"100-9","pos","kmeans",16,6,800000,100
"100-9","pos","kmeans",16,7,800000,100
"100-9","pos","kmeans",16,8,800000,100
"100-9","pos","kmeans",16,9,800000,100
"100-9","pos","kmeans",17,1,800000,100
"100-9","pos","kmeans",17,2,800000,100
"100-9","pos","kmeans",17,3,800000,100
"100-9","pos","kmeans",17,4,800000,100
"100-9","pos","kmeans",17,5,800000,100
"100-9","pos","kmeans",17,6,800000,100
"100-9","pos","kmeans",17,7,800000,100
"100-9","pos","kmeans",17,8,800000,100
"100-9","pos","kmeans",17,9,800000,100
"100-9","pos","kmeans",18,1,800000,100
"100-9","pos","kmeans",18,2,800000,100
"100-9","pos","kmeans",18,3,800000,100
"100-9","pos","kmeans",18,4,800000,100
"100-9","pos","kmeans",18,5,800000,100
"100-9","pos","kmeans",18,6,800000,100
"100-9","pos","kmeans",18,7,800000,100
"100-9","pos","kmeans",18,8,800000,100
"100-9","pos","kmeans",18,9,800000,100
"100-9","pos","kmeans",19,1,800000,100
"100-9","pos","kmeans",19,2,800000,100
"100-9","pos","kmeans",19,3,800000,100
"100-9","pos","kmeans",19,4,800000,100
"100-9","pos","kmeans",19,5,800000,100
"100-9","pos","kmeans",19,6,800000,100
"100-9","pos","kmeans",19,7,800000,100
"100-9","pos","kmeans",19,8,800000,100
"100-9","pos","kmeans",19,9,800000,100
"100-9","pos","kmeans",20,1,800000,100
"100-9","pos","kmeans",20,2,800000,100
"100-9","pos","kmeans",20,3,800000,100
"100-9","pos","kmeans",20,4,800000,100
"100-9","pos","kmeans",20,5,800000,100
"100-9","pos","kmeans",20,6,800000,100
"100-9","pos","kmeans",20,7,800000,100
"100-9","pos","kmeans",20,8,800000,100
"100-9","pos","kmeans",20,9,800000,100
"100-9","pos","sins",0,1,56,0.007
"100-9","pos","sins",0,2,56,0.007
"100-9","pos","sins",0,3,56,0.007
"100-9","pos","sins",0,4,56,0.007
"100-9","pos","sins",0,5,56,0.007
"100-9","pos","sins",0,6,56,0.007
"100-9","pos","sins",0,7,56,0.007
"100-9","pos","sins",1,1,433,0.054125
"100-9","pos","sins",1,2,433,0.054125
"100-9","pos","sins",1,3,433,0.054125
"100-9","pos","sins",1,4,433,0.054125
"100-9","pos","sins",1,5,433,0.054125
"100-9","pos","sins",1,6,433,0.054125
"100-9","pos","sins",1,7,433,0.054125
"100-9","pos","sins",2,1,7307,0.913375
"100-9","pos","sins",2,2,7307,0.913375
"100-9","pos","sins",2,3,7307,0.913375
"100-9","pos","sins",2,4,7307,0.913375
"100-9","pos","sins",2,5,7307,0.913375
"100-9","pos","sins",2,6,7307,0.913375
"100-9","pos","sins",2,7,7307,0.913375
"100-9","pos","sins",3,1,26261,3.282625
"100-9","pos","sins",3,2,26261,3.282625
"100-9","pos","sins",3,3,26261,3.282625
"100-9","pos","sins",3,4,26261,3.282625
"100-9","pos","sins",3,5,26261,3.282625
"100-9","pos","sins",3,6,26261,3.282625
"100-9","pos","sins",3,7,26261,3.282625
"100-9","pos","sins",4,1,166053,20.756625
"100-9","pos","sins",4,2,166053,20.756625
"100-9","pos","sins",4,3,166053,20.756625
"100-9","pos","sins",4,4,166053,20.756625
"100-9","pos","sins",4,5,166053,20.756625
"100-9","pos","sins",4,6,166053,20.756625
"100-9","pos","sins",4,7,166053,20.756625
"100-9","pos","sins",5,1,444503,55.562875
"100-9","pos","sins",5,2,444503,55.562875
"100-9","pos","sins",5,3,444503,55.562875
"100-9","pos","sins",5,4,444503,55.562875
"100-9","pos","sins",5,5,444503,55.562875
"100-9","pos","sins",5,6,444503,55.562875
"100-9","pos","sins",5,7,444503,55.562875
"100-9","pos","sins",6,1,526764,65.8455
"100-9","pos","sins",6,2,526764,65.8455
"100-9","pos","sins",6,3,526764,65.8455
"100-9","pos","sins",6,4,526764,65.8455
"100-9","pos","sins",6,5,526764,65.8455
"100-9","pos","sins",6,6,526764,65.8455
"100-9","pos","sins",6,7,526764,65.8455
"100-9","pos","sins",7,1,550983,68.872875
"100-9","pos","sins",7,2,550983,68.872875
"100-9","pos","sins",7,3,550983,68.872875
"100-9","pos","sins",7,4,550983,68.872875
"100-9","pos","sins",7,5,550983,68.872875
"100-9","pos","sins",7,6,550983,68.872875
"100-9","pos","sins",7,7,550983,68.872875
"100-9","pos","sins",8,1,580652,72.5815
"100-9","pos","sins",8,2,580652,72.5815
"100-9","pos","sins",8,3,580652,72.5815
"100-9","pos","sins",8,4,580652,72.5815
"100-9","pos","sins",8,5,580652,72.5815
"100-9","pos","sins",8,6,580652,72.5815
"100-9","pos","sins",8,7,580652,72.5815
"100-9","pos","sins",9,1,800000,100
"100-9","pos","sins",9,2,800000,100
"100-9","pos","sins",9,3,800000,100
"100-9","pos","sins",9,4,800000,100
"100-9","pos","sins",9,5,800000,100
"100-9","pos","sins",9,6,800000,100
"100-9","pos","sins",9,7,800000,100
"100-9","pos","sins",10,1,800000,100
"100-9","pos","sins",10,2,800000,100
"100-9","pos","sins",10,3,800000,100
"100-9","pos","sins",10,4,800000,100
"100-9","pos","sins",10,5,800000,100
"100-9","pos","sins",10,6,800000,100
"100-9","pos","sins",10,7,800000,100
"100-9","pos","sins",11,1,800000,100
"100-9","pos","sins",11,2,800000,100
"100-9","pos","sins",11,3,800000,100
"100-9","pos","sins",11,4,800000,100
"100-9","pos","sins",11,5,800000,100
"100-9","pos","sins",11,6,800000,100
"100-9","pos","sins",11,7,800000,100
"100-9","pos","sins",12,1,800000,100
"100-9","pos","sins",12,2,800000,100
